Entity,Code,Day,total_vaccinations_per_hundred
North America,,2022-02-16,154.57
North America,,2022-02-17,154.84
North America,,2022-02-18,155.22
North America,,2022-02-19,155.28
North America,,2022-02-20,155.64
North America,,2022-02-21,155.8
North America,,2022-02-22,155.89
North America,,2022-02-23,156.22
North America,,2022-02-24,156.42
North America,,2022-02-25,156.62
North America,,2022-02-26,156.67
North America,,2022-02-27,156.99
North America,,2022-02-28,157.22
North America,,2022-03-01,157.31
North America,,2022-03-02,157.47
North America,,2022-03-03,157.56
North America,,2022-03-04,157.71
North America,,2022-03-05,157.75
North America,,2022-03-06,157.86
North America,,2022-03-07,157.94
North America,,2022-03-08,158.05
North America,,2022-03-09,158.2
North America,,2022-03-10,158.36
North America,,2022-03-11,158.47
North America,,2022-03-12,158.72
North America,,2022-03-13,158.74
North America,,2022-03-14,158.89
North America,,2022-03-15,158.97
North America,,2022-03-16,159.1
North America,,2022-03-17,159.22
North America,,2022-03-18,159.37
North America,,2022-03-19,159.4
North America,,2022-03-20,159.55
North America,,2022-03-21,159.6
North America,,2022-03-22,159.68
North America,,2022-03-23,159.82
North America,,2022-03-24,159.86
North America,,2022-03-25,160.07
North America,,2022-03-26,160.17
North America,,2022-03-27,160.21
North America,,2022-03-28,160.28
North America,,2022-03-29,160.56
North America,,2022-03-30,160.69
North America,,2022-03-31,160.78
North America,,2022-04-01,161.03
North America,,2022-04-02,161.09
North America,,2022-04-03,161.13
North America,,2022-04-04,161.24
North America,,2022-04-05,161.33
North America,,2022-04-06,161.42
North America,,2022-04-07,161.49
North America,,2022-04-08,161.59
North America,,2022-04-09,161.6
North America,,2022-04-10,161.6
North Macedonia,MKD,2021-02-16,0
North Macedonia,MKD,2021-03-16,0.25
North Macedonia,MKD,2021-03-31,0.37
North Macedonia,MKD,2021-04-02,0.4
North Macedonia,MKD,2021-04-03,0.43
North Macedonia,MKD,2021-04-05,0.58
North Macedonia,MKD,2021-04-07,0.74
North Macedonia,MKD,2021-04-08,0.88
North Macedonia,MKD,2021-04-09,1.02
North Macedonia,MKD,2021-04-10,1.15
North Macedonia,MKD,2021-04-12,1.25
North Macedonia,MKD,2021-04-13,1.41
North Macedonia,MKD,2021-04-14,1.51
North Macedonia,MKD,2021-04-16,1.85
North Macedonia,MKD,2021-04-18,1.87
North Macedonia,MKD,2021-04-19,1.99
North Macedonia,MKD,2021-04-21,2.07
North Macedonia,MKD,2021-04-22,2.16
North Macedonia,MKD,2021-04-24,2.39
North Macedonia,MKD,2021-04-25,2.49
North Macedonia,MKD,2021-04-26,2.55
North Macedonia,MKD,2021-04-27,2.69
North Macedonia,MKD,2021-04-30,2.96
North Macedonia,MKD,2021-05-04,3.17
North Macedonia,MKD,2021-05-05,3.56
North Macedonia,MKD,2021-05-08,4.66
North Macedonia,MKD,2021-05-09,5.18
North Macedonia,MKD,2021-05-10,6.96
North Macedonia,MKD,2021-05-11,7.7
North Macedonia,MKD,2021-05-12,8.42
North Macedonia,MKD,2021-05-15,9.76
North Macedonia,MKD,2021-05-18,9.95
North Macedonia,MKD,2021-05-19,10.56
North Macedonia,MKD,2021-05-20,11.16
North Macedonia,MKD,2021-05-21,11.74
North Macedonia,MKD,2021-05-22,12.26
North Macedonia,MKD,2021-05-23,12.46
North Macedonia,MKD,2021-05-26,12.83
North Macedonia,MKD,2021-05-27,13.38
North Macedonia,MKD,2021-05-28,13.96
North Macedonia,MKD,2021-05-29,14.64
North Macedonia,MKD,2021-05-31,15.16
North Macedonia,MKD,2021-06-01,15.89
North Macedonia,MKD,2021-06-02,16.66
North Macedonia,MKD,2021-06-03,17.42
North Macedonia,MKD,2021-06-04,17.75
North Macedonia,MKD,2021-06-05,18.46
North Macedonia,MKD,2021-06-06,19.2
North Macedonia,MKD,2021-06-08,19.72
North Macedonia,MKD,2021-06-09,20.21
North Macedonia,MKD,2021-06-10,20.7
North Macedonia,MKD,2021-06-11,21.27
North Macedonia,MKD,2021-06-14,21.72
North Macedonia,MKD,2021-06-15,22
North Macedonia,MKD,2021-06-16,22.2
North Macedonia,MKD,2021-06-17,22.75
North Macedonia,MKD,2021-06-21,23.15
North Macedonia,MKD,2021-06-22,23.43
North Macedonia,MKD,2021-06-23,23.76
North Macedonia,MKD,2021-06-24,24.08
North Macedonia,MKD,2021-06-25,24.08
North Macedonia,MKD,2021-06-26,24.5
North Macedonia,MKD,2021-06-29,25.42
North Macedonia,MKD,2021-06-30,26.06
North Macedonia,MKD,2021-07-01,26.76
North Macedonia,MKD,2021-07-02,27.47
North Macedonia,MKD,2021-07-03,28.16
North Macedonia,MKD,2021-07-05,29.44
North Macedonia,MKD,2021-07-06,30.15
North Macedonia,MKD,2021-07-07,30.77
North Macedonia,MKD,2021-07-08,31.34
North Macedonia,MKD,2021-07-09,31.8
North Macedonia,MKD,2021-07-12,32.49
North Macedonia,MKD,2021-07-13,32.98
North Macedonia,MKD,2021-07-14,33.62
North Macedonia,MKD,2021-07-15,34.24
North Macedonia,MKD,2021-07-16,34.85
North Macedonia,MKD,2021-07-21,36.54
North Macedonia,MKD,2021-07-22,38.42
North Macedonia,MKD,2021-07-23,39.29
North Macedonia,MKD,2021-07-26,40.69
North Macedonia,MKD,2021-07-27,41.41
North Macedonia,MKD,2021-07-28,41.41
North Macedonia,MKD,2021-07-29,42.17
North Macedonia,MKD,2021-07-30,42.8
North Macedonia,MKD,2021-07-31,43.43
North Macedonia,MKD,2021-08-03,44.2
North Macedonia,MKD,2021-08-04,44.78
North Macedonia,MKD,2021-08-05,45.36
North Macedonia,MKD,2021-08-06,46.03
North Macedonia,MKD,2021-08-09,47.18
North Macedonia,MKD,2021-08-10,47.96
North Macedonia,MKD,2021-08-11,48.82
North Macedonia,MKD,2021-08-12,49.63
North Macedonia,MKD,2021-08-14,50.81
North Macedonia,MKD,2021-08-16,51.81
North Macedonia,MKD,2021-08-17,52.71
North Macedonia,MKD,2021-08-18,53.58
North Macedonia,MKD,2021-08-19,54.46
North Macedonia,MKD,2021-08-20,55.33
North Macedonia,MKD,2021-08-23,56.56
North Macedonia,MKD,2021-08-25,57.29
North Macedonia,MKD,2021-08-26,57.98
North Macedonia,MKD,2021-08-27,58.6
North Macedonia,MKD,2021-08-28,59.26
North Macedonia,MKD,2021-08-31,60.19
North Macedonia,MKD,2021-09-01,60.87
North Macedonia,MKD,2021-09-02,61.48
North Macedonia,MKD,2021-09-08,63.7
North Macedonia,MKD,2021-09-10,65.21
North Macedonia,MKD,2021-09-11,66.35
North Macedonia,MKD,2021-09-13,67.11
North Macedonia,MKD,2021-09-15,67.79
North Macedonia,MKD,2021-09-17,68.92
North Macedonia,MKD,2021-09-21,70.35
North Macedonia,MKD,2021-09-22,70.8
North Macedonia,MKD,2021-09-23,71.17
North Macedonia,MKD,2021-09-25,71.82
North Macedonia,MKD,2021-09-28,72.29
North Macedonia,MKD,2021-09-29,72.54
North Macedonia,MKD,2021-09-30,72.69
North Macedonia,MKD,2021-10-01,72.89
North Macedonia,MKD,2021-10-05,73.44
North Macedonia,MKD,2021-10-06,73.63
North Macedonia,MKD,2021-10-08,73.95
North Macedonia,MKD,2021-10-10,74.16
North Macedonia,MKD,2021-10-14,74.63
North Macedonia,MKD,2021-10-15,74.76
North Macedonia,MKD,2021-10-18,74.93
North Macedonia,MKD,2021-10-19,75.1
North Macedonia,MKD,2021-10-20,75.21
North Macedonia,MKD,2021-10-21,75.35
North Macedonia,MKD,2021-10-22,75.59
North Macedonia,MKD,2021-10-26,76.3
North Macedonia,MKD,2021-10-28,76.87
North Macedonia,MKD,2021-10-29,77.11
North Macedonia,MKD,2021-11-01,77.39
North Macedonia,MKD,2021-11-03,77.83
North Macedonia,MKD,2021-11-04,78.01
North Macedonia,MKD,2021-11-08,78.42
North Macedonia,MKD,2021-11-15,79.6
North Macedonia,MKD,2021-11-17,80.01
North Macedonia,MKD,2021-11-26,81.36
North Macedonia,MKD,2021-12-12,82.82
North Macedonia,MKD,2021-12-19,83.61
North Macedonia,MKD,2021-12-26,84.27
North Macedonia,MKD,2022-01-16,85.9
North Macedonia,MKD,2022-01-30,86.65
North Macedonia,MKD,2022-02-06,86.98
North Macedonia,MKD,2022-02-13,87.29
North Macedonia,MKD,2022-02-20,87.53
North Macedonia,MKD,2022-02-27,87.7
North Macedonia,MKD,2022-03-06,87.85
North Macedonia,MKD,2022-03-20,88.18
North Macedonia,MKD,2022-03-27,88.31
North Macedonia,MKD,2022-04-03,88.44
Northern Cyprus,OWID_CYN,2021-01-14,0
Northern Cyprus,OWID_CYN,2021-01-19,1.3
Northern Cyprus,OWID_CYN,2021-01-22,2.88
Northern Cyprus,OWID_CYN,2021-03-25,25.63
Northern Cyprus,OWID_CYN,2021-04-14,27.46
Northern Cyprus,OWID_CYN,2021-04-19,28.09
Northern Cyprus,OWID_CYN,2021-04-23,28.65
Northern Cyprus,OWID_CYN,2021-05-08,31.88
Northern Cyprus,OWID_CYN,2021-05-10,32.07
Northern Cyprus,OWID_CYN,2021-05-11,32.39
Northern Cyprus,OWID_CYN,2021-05-14,32.45
Northern Cyprus,OWID_CYN,2021-05-17,32.64
Northern Cyprus,OWID_CYN,2021-05-19,32.77
Northern Cyprus,OWID_CYN,2021-05-22,33.14
Northern Cyprus,OWID_CYN,2021-05-24,33.18
Northern Cyprus,OWID_CYN,2021-05-25,33.39
Northern Cyprus,OWID_CYN,2021-05-27,33.94
Northern Cyprus,OWID_CYN,2021-06-27,50.96
Northern Cyprus,OWID_CYN,2021-08-15,79.23
Northern Cyprus,OWID_CYN,2021-09-26,128.51
Northern Cyprus,OWID_CYN,2021-10-22,142.87
Northern Cyprus,OWID_CYN,2021-10-29,144.27
Northern Cyprus,OWID_CYN,2021-11-05,145.69
Northern Cyprus,OWID_CYN,2021-11-12,147.54
Northern Cyprus,OWID_CYN,2021-11-19,150.51
Northern Cyprus,OWID_CYN,2021-11-26,161.52
Northern Ireland,,2021-01-10,4.85
Northern Ireland,,2021-01-11,5.25
Northern Ireland,,2021-01-12,5.76
Northern Ireland,,2021-01-13,6.42
Northern Ireland,,2021-01-14,7.06
Northern Ireland,,2021-01-15,7.25
Northern Ireland,,2021-01-16,7.41
Northern Ireland,,2021-01-17,7.74
Northern Ireland,,2021-01-18,8.15
Northern Ireland,,2021-01-19,8.46
Northern Ireland,,2021-01-20,8.78
Northern Ireland,,2021-01-21,9.15
Northern Ireland,,2021-01-22,9.34
Northern Ireland,,2021-01-23,9.41
Northern Ireland,,2021-01-24,9.62
Northern Ireland,,2021-01-25,9.82
Northern Ireland,,2021-01-26,10.08
Northern Ireland,,2021-01-27,10.51
Northern Ireland,,2021-01-28,11.61
Northern Ireland,,2021-01-29,12.04
Northern Ireland,,2021-01-30,12.6
Northern Ireland,,2021-01-31,13
Northern Ireland,,2021-02-01,13.62
Northern Ireland,,2021-02-02,14.34
Northern Ireland,,2021-02-03,15.26
Northern Ireland,,2021-02-04,15.89
Northern Ireland,,2021-02-05,16.69
Northern Ireland,,2021-02-06,17.04
Northern Ireland,,2021-02-07,17.45
Northern Ireland,,2021-02-08,18.21
Northern Ireland,,2021-02-09,19.06
Northern Ireland,,2021-02-10,20.14
Northern Ireland,,2021-02-11,21.2
Northern Ireland,,2021-02-12,21.98
Northern Ireland,,2021-02-13,22.16
Northern Ireland,,2021-02-14,22.48
Northern Ireland,,2021-02-15,23.14
Northern Ireland,,2021-02-16,23.61
Northern Ireland,,2021-02-17,24.13
Northern Ireland,,2021-02-18,24.61
Northern Ireland,,2021-02-19,24.98
Northern Ireland,,2021-02-21,25.78
Northern Ireland,,2021-02-22,26.33
Northern Ireland,,2021-02-23,26.88
Northern Ireland,,2021-02-24,27.6
Northern Ireland,,2021-02-25,28.33
Northern Ireland,,2021-02-26,28.92
Northern Ireland,,2021-02-27,29.2
Northern Ireland,,2021-02-28,29.46
Northern Ireland,,2021-03-01,30.21
Northern Ireland,,2021-03-02,30.74
Northern Ireland,,2021-03-03,31.48
Northern Ireland,,2021-03-04,32.16
Northern Ireland,,2021-03-05,32.66
Northern Ireland,,2021-03-06,32.97
Northern Ireland,,2021-03-07,33.32
Northern Ireland,,2021-03-08,33.81
Northern Ireland,,2021-03-09,34.18
Northern Ireland,,2021-03-10,34.58
Northern Ireland,,2021-03-11,35.02
Northern Ireland,,2021-03-12,35.42
Northern Ireland,,2021-03-13,35.74
Northern Ireland,,2021-03-14,36.08
Northern Ireland,,2021-03-15,36.51
Northern Ireland,,2021-03-16,37.17
Northern Ireland,,2021-03-17,37.63
Northern Ireland,,2021-03-18,38.31
Northern Ireland,,2021-03-19,38.94
Northern Ireland,,2021-03-20,39.36
Northern Ireland,,2021-03-21,40.94
Northern Ireland,,2021-03-22,40.94
Northern Ireland,,2021-03-23,41.73
Northern Ireland,,2021-03-24,42.63
Northern Ireland,,2021-03-25,43.53
Northern Ireland,,2021-03-26,44.28
Northern Ireland,,2021-03-27,44.83
Northern Ireland,,2021-03-28,45.12
Northern Ireland,,2021-03-29,46.03
Northern Ireland,,2021-03-30,46.81
Northern Ireland,,2021-03-31,47.56
Northern Ireland,,2021-04-01,48.44
Northern Ireland,,2021-04-02,49.18
Northern Ireland,,2021-04-03,49.56
Northern Ireland,,2021-04-04,49.78
Northern Ireland,,2021-04-05,50.15
Northern Ireland,,2021-04-06,50.57
Northern Ireland,,2021-04-07,51.33
Northern Ireland,,2021-04-08,52.1
Northern Ireland,,2021-04-09,52.91
Northern Ireland,,2021-04-10,53.51
Northern Ireland,,2021-04-11,54.11
Northern Ireland,,2021-04-12,54.98
Northern Ireland,,2021-04-13,56.02
Northern Ireland,,2021-04-14,57.04
Northern Ireland,,2021-04-15,58.05
Northern Ireland,,2021-04-16,59.01
Northern Ireland,,2021-04-17,59.53
Northern Ireland,,2021-04-18,59.99
Northern Ireland,,2021-04-19,60.8
Northern Ireland,,2021-04-20,61.96
Northern Ireland,,2021-04-21,63.06
Northern Ireland,,2021-04-22,64.41
Northern Ireland,,2021-04-23,65.26
Northern Ireland,,2021-04-24,65.82
Northern Ireland,,2021-04-25,66.43
Northern Ireland,,2021-04-26,67.28
Northern Ireland,,2021-04-29,70.93
Northern Ireland,,2021-04-30,71.45
Northern Ireland,,2021-05-01,71.98
Northern Ireland,,2021-05-02,72.52
Northern Ireland,,2021-05-03,72.87
Northern Ireland,,2021-05-04,73.69
Northern Ireland,,2021-05-05,74.73
Northern Ireland,,2021-05-06,75.78
Northern Ireland,,2021-05-07,76.49
Northern Ireland,,2021-05-08,77.03
Northern Ireland,,2021-05-09,77.54
Northern Ireland,,2021-05-10,78.33
Northern Ireland,,2021-05-11,79.17
Northern Ireland,,2021-05-12,79.95
Northern Ireland,,2021-05-13,80.7
Northern Ireland,,2021-05-14,81.28
Northern Ireland,,2021-05-15,81.66
Northern Ireland,,2021-05-16,82.11
Northern Ireland,,2021-05-17,82.7
Northern Ireland,,2021-05-18,83.29
Northern Ireland,,2021-05-19,84
Northern Ireland,,2021-05-20,84.64
Northern Ireland,,2021-05-21,85.25
Northern Ireland,,2021-05-22,85.66
Northern Ireland,,2021-05-23,86.19
Northern Ireland,,2021-05-24,86.88
Northern Ireland,,2021-05-25,87.6
Northern Ireland,,2021-05-26,88.29
Northern Ireland,,2021-05-27,88.95
Northern Ireland,,2021-05-28,89.42
Northern Ireland,,2021-05-29,89.78
Northern Ireland,,2021-05-30,90.18
Northern Ireland,,2021-05-31,90.72
Northern Ireland,,2021-06-01,91.62
Northern Ireland,,2021-06-02,92.73
Northern Ireland,,2021-06-03,93.41
Northern Ireland,,2021-06-04,94.02
Northern Ireland,,2021-06-05,94.45
Northern Ireland,,2021-06-06,94.98
Northern Ireland,,2021-06-07,95.69
Northern Ireland,,2021-06-08,96.34
Northern Ireland,,2021-06-09,96.93
Northern Ireland,,2021-06-10,97.53
Northern Ireland,,2021-06-11,98.26
Northern Ireland,,2021-06-12,98.31
Northern Ireland,,2021-06-13,98.31
Northern Ireland,,2021-06-14,99.06
Northern Ireland,,2021-06-15,100.19
Northern Ireland,,2021-06-16,100.8
Northern Ireland,,2021-06-17,101.4
Northern Ireland,,2021-06-18,101.94
Northern Ireland,,2021-06-19,102.38
Northern Ireland,,2021-06-20,102.91
Northern Ireland,,2021-06-21,103.4
Northern Ireland,,2021-06-22,103.96
Northern Ireland,,2021-06-23,104.47
Northern Ireland,,2021-06-24,104.9
Northern Ireland,,2021-06-25,105.32
Northern Ireland,,2021-06-26,105.65
Northern Ireland,,2021-06-27,106.01
Northern Ireland,,2021-06-28,106.44
Northern Ireland,,2021-06-29,106.95
Northern Ireland,,2021-06-30,107.49
Northern Ireland,,2021-07-01,107.92
Northern Ireland,,2021-07-02,108.36
Northern Ireland,,2021-07-03,108.75
Northern Ireland,,2021-07-04,109.21
Northern Ireland,,2021-07-05,109.69
Northern Ireland,,2021-07-06,110.2
Northern Ireland,,2021-07-07,110.72
Northern Ireland,,2021-07-08,111.17
Northern Ireland,,2021-07-09,111.59
Northern Ireland,,2021-07-10,111.97
Northern Ireland,,2021-07-11,112.22
Northern Ireland,,2021-07-18,114.37
Northern Ireland,,2021-07-19,114.75
Northern Ireland,,2021-07-20,115.2
Northern Ireland,,2021-07-21,115.65
Northern Ireland,,2021-07-22,115.81
Northern Ireland,,2021-07-23,116.06
Northern Ireland,,2021-07-24,116.25
Northern Ireland,,2021-07-25,116.48
Northern Ireland,,2021-07-26,116.85
Northern Ireland,,2021-07-27,117.31
Northern Ireland,,2021-07-28,118.13
Northern Ireland,,2021-07-29,118.6
Northern Ireland,,2021-07-30,118.96
Northern Ireland,,2021-07-31,119.34
Northern Ireland,,2021-08-01,119.62
Northern Ireland,,2021-08-02,120.08
Northern Ireland,,2021-08-03,120.49
Northern Ireland,,2021-08-04,120.89
Northern Ireland,,2021-08-05,121.2
Northern Ireland,,2021-08-06,121.88
Northern Ireland,,2021-08-07,122.19
Northern Ireland,,2021-08-08,122.5
Northern Ireland,,2021-08-09,123.2
Northern Ireland,,2021-08-10,123.59
Northern Ireland,,2021-08-11,123.93
Northern Ireland,,2021-08-12,124.29
Northern Ireland,,2021-08-13,124.6
Northern Ireland,,2021-08-14,124.8
Northern Ireland,,2021-08-15,125.07
Northern Ireland,,2021-08-16,125.35
Northern Ireland,,2021-08-17,125.76
Northern Ireland,,2021-08-18,126.04
Northern Ireland,,2021-08-19,126.35
Northern Ireland,,2021-08-20,126.65
Northern Ireland,,2021-08-21,127.02
Northern Ireland,,2021-08-22,127.33
Northern Ireland,,2021-08-23,127.52
Northern Ireland,,2021-08-24,127.75
Northern Ireland,,2021-08-25,128.09
Northern Ireland,,2021-08-26,128.41
Northern Ireland,,2021-08-27,128.61
Northern Ireland,,2021-08-28,128.73
Northern Ireland,,2021-08-29,128.84
Northern Ireland,,2021-08-30,129
Northern Ireland,,2021-08-31,129.2
Northern Ireland,,2021-09-01,129.38
Northern Ireland,,2021-09-02,129.55
Northern Ireland,,2021-09-03,129.72
Northern Ireland,,2021-09-04,129.86
Northern Ireland,,2021-09-05,130.06
Northern Ireland,,2021-09-06,130.28
Northern Ireland,,2021-09-07,130.55
Northern Ireland,,2021-09-08,130.8
Northern Ireland,,2021-09-09,131.04
Northern Ireland,,2021-09-10,131.3
Northern Ireland,,2021-09-11,131.44
Northern Ireland,,2021-09-12,131.53
Northern Ireland,,2021-09-13,131.67
Northern Ireland,,2021-09-14,131.8
Northern Ireland,,2021-09-15,131.92
Northern Ireland,,2021-09-16,132.06
Northern Ireland,,2021-09-17,132.12
Northern Ireland,,2021-09-18,132.15
Northern Ireland,,2021-09-19,132.21
Northern Ireland,,2021-09-20,132.28
Northern Ireland,,2021-09-21,132.34
Northern Ireland,,2021-09-22,132.42
Northern Ireland,,2021-09-23,132.49
Northern Ireland,,2021-09-24,132.56
Northern Ireland,,2021-09-25,132.61
Northern Ireland,,2021-09-26,132.67
Northern Ireland,,2021-09-27,132.77
Northern Ireland,,2021-09-28,132.85
Northern Ireland,,2021-09-29,132.93
Northern Ireland,,2021-09-30,133.27
Northern Ireland,,2021-10-01,133.37
Northern Ireland,,2021-10-02,133.46
Northern Ireland,,2021-10-03,133.6
Northern Ireland,,2021-10-04,133.78
Northern Ireland,,2021-10-05,133.96
Northern Ireland,,2021-10-06,134.11
Northern Ireland,,2021-10-07,134.28
Northern Ireland,,2021-10-08,134.42
Northern Ireland,,2021-10-09,134.51
Northern Ireland,,2021-10-10,134.63
Northern Ireland,,2021-10-11,134.83
Northern Ireland,,2021-10-12,135.09
Northern Ireland,,2021-10-13,135.24
Northern Ireland,,2021-10-14,135.53
Northern Ireland,,2021-10-15,135.65
Northern Ireland,,2021-10-16,135.73
Northern Ireland,,2021-10-17,135.82
Northern Ireland,,2021-10-18,136.01
Northern Ireland,,2021-10-19,136.8
Northern Ireland,,2021-10-20,137.1
Northern Ireland,,2021-10-21,137.45
Northern Ireland,,2021-10-22,137.72
Northern Ireland,,2021-10-23,137.91
Northern Ireland,,2021-10-24,138.11
Northern Ireland,,2021-10-25,138.49
Northern Ireland,,2021-10-26,138.93
Northern Ireland,,2021-10-27,139.41
Northern Ireland,,2021-10-28,139.81
Northern Ireland,,2021-10-29,140.09
Northern Ireland,,2021-10-30,140.27
Northern Ireland,,2021-10-31,140.48
Northern Ireland,,2021-11-01,140.95
Northern Ireland,,2021-11-02,141.49
Northern Ireland,,2021-11-03,142.13
Northern Ireland,,2021-11-04,142.82
Northern Ireland,,2021-11-05,143.23
Northern Ireland,,2021-11-06,143.59
Northern Ireland,,2021-11-07,143.9
Northern Ireland,,2021-11-08,144.57
Northern Ireland,,2021-11-09,145.36
Northern Ireland,,2021-11-10,146.3
Northern Ireland,,2021-11-11,147.19
Northern Ireland,,2021-11-12,147.78
Northern Ireland,,2021-11-13,148.11
Northern Ireland,,2021-11-14,148.46
Northern Ireland,,2021-11-15,149.34
Northern Ireland,,2021-11-16,150.29
Northern Ireland,,2021-11-17,151.46
Northern Ireland,,2021-11-18,152.47
Northern Ireland,,2021-11-19,153.08
Northern Ireland,,2021-11-20,153.37
Northern Ireland,,2021-11-21,153.8
Northern Ireland,,2021-11-22,154.7
Northern Ireland,,2021-11-23,155.71
Northern Ireland,,2021-11-24,156.67
Northern Ireland,,2021-11-25,157.5
Northern Ireland,,2021-11-26,157.5
Northern Ireland,,2021-11-27,157.5
Northern Ireland,,2021-11-28,158.86
Northern Ireland,,2021-11-29,159.85
Northern Ireland,,2021-11-30,160.8
Northern Ireland,,2021-12-01,161.81
Northern Ireland,,2021-12-02,162.75
Northern Ireland,,2021-12-03,163.21
Northern Ireland,,2021-12-04,163.21
Northern Ireland,,2021-12-05,164.64
Northern Ireland,,2021-12-06,165.29
Northern Ireland,,2021-12-07,166.11
Northern Ireland,,2021-12-08,167.01
Northern Ireland,,2021-12-09,167.84
Northern Ireland,,2021-12-10,168.53
Northern Ireland,,2021-12-11,168.94
Northern Ireland,,2021-12-12,169.45
Northern Ireland,,2021-12-13,170.79
Northern Ireland,,2021-12-14,172.07
Northern Ireland,,2021-12-15,173.65
Northern Ireland,,2021-12-16,175.05
Northern Ireland,,2021-12-17,176.04
Northern Ireland,,2021-12-18,176.64
Northern Ireland,,2021-12-19,177.47
Northern Ireland,,2021-12-20,179.12
Northern Ireland,,2021-12-21,180.84
Northern Ireland,,2021-12-22,182.24
Northern Ireland,,2021-12-23,183.08
Northern Ireland,,2021-12-24,183.23
Northern Ireland,,2021-12-25,183.23
Northern Ireland,,2021-12-26,183.38
Northern Ireland,,2021-12-27,183.75
Northern Ireland,,2021-12-28,184.23
Northern Ireland,,2021-12-29,184.86
Northern Ireland,,2021-12-30,185.5
Northern Ireland,,2021-12-31,185.67
Northern Ireland,,2022-01-01,185.73
Northern Ireland,,2022-01-02,185.93
Northern Ireland,,2022-01-03,186.22
Northern Ireland,,2022-01-04,186.65
Northern Ireland,,2022-01-05,187.28
Northern Ireland,,2022-01-06,187.81
Northern Ireland,,2022-01-07,188.28
Northern Ireland,,2022-01-08,188.28
Northern Ireland,,2022-01-09,188.73
Northern Ireland,,2022-01-10,189.13
Northern Ireland,,2022-01-11,189.53
Northern Ireland,,2022-01-12,190.02
Northern Ireland,,2022-01-13,190.39
Northern Ireland,,2022-01-14,190.71
Northern Ireland,,2022-01-15,190.9
Northern Ireland,,2022-01-16,191.01
Northern Ireland,,2022-01-17,191.28
Northern Ireland,,2022-01-18,191.55
Northern Ireland,,2022-01-19,191.81
Northern Ireland,,2022-01-20,192.07
Northern Ireland,,2022-01-21,192.3
Northern Ireland,,2022-01-22,192.41
Northern Ireland,,2022-01-23,192.52
Northern Ireland,,2022-01-24,192.64
Northern Ireland,,2022-01-25,192.78
Northern Ireland,,2022-01-26,192.95
Northern Ireland,,2022-01-27,193.13
Northern Ireland,,2022-01-28,193.28
Northern Ireland,,2022-01-29,193.41
Northern Ireland,,2022-01-30,193.48
Northern Ireland,,2022-01-31,193.57
Northern Ireland,,2022-02-01,193.68
Northern Ireland,,2022-02-02,193.8
Northern Ireland,,2022-02-03,193.94
Northern Ireland,,2022-02-04,194.06
Northern Ireland,,2022-02-05,194.17
Northern Ireland,,2022-02-09,194.59
Northern Ireland,,2022-02-10,194.76
Northern Ireland,,2022-02-11,194.89
Northern Ireland,,2022-02-12,194.96
Northern Ireland,,2022-02-13,195.04
Northern Ireland,,2022-02-14,195.16
Northern Ireland,,2022-02-15,195.27
Northern Ireland,,2022-02-16,195.4
Northern Ireland,,2022-02-17,195.52
Northern Ireland,,2022-02-18,195.63
Northern Ireland,,2022-02-19,195.71
Northern Ireland,,2022-02-20,195.77
Northern Ireland,,2022-02-21,195.83
Northern Ireland,,2022-02-22,195.91
Northern Ireland,,2022-02-23,196.01
Northern Ireland,,2022-02-24,196.09
Northern Ireland,,2022-02-25,196.19
Northern Ireland,,2022-02-26,196.26
Northern Ireland,,2022-02-27,196.33
Northern Ireland,,2022-02-28,196.39
Northern Ireland,,2022-03-01,196.46
Northern Ireland,,2022-03-02,196.55
Northern Ireland,,2022-03-03,196.55
Northern Ireland,,2022-03-04,196.69
Northern Ireland,,2022-03-05,196.75
Northern Ireland,,2022-03-06,196.8
Northern Ireland,,2022-03-07,196.86
Northern Ireland,,2022-03-08,196.91
Northern Ireland,,2022-03-09,196.98
Northern Ireland,,2022-03-10,197.05
Northern Ireland,,2022-03-11,197.1
Northern Ireland,,2022-03-12,197.19
Northern Ireland,,2022-03-13,197.24
Northern Ireland,,2022-03-14,197.3
Northern Ireland,,2022-03-15,197.36
Northern Ireland,,2022-03-16,197.42
Northern Ireland,,2022-03-17,197.45
Northern Ireland,,2022-03-18,197.52
Northern Ireland,,2022-03-19,197.57
Northern Ireland,,2022-03-20,197.61
Northern Ireland,,2022-03-21,197.67
Northern Ireland,,2022-03-22,197.74
Northern Ireland,,2022-03-23,197.81
Northern Ireland,,2022-03-24,197.84
Northern Ireland,,2022-03-25,197.9
Northern Ireland,,2022-03-26,197.96
Northern Ireland,,2022-03-27,198
Northern Ireland,,2022-03-28,198.04
Northern Ireland,,2022-03-29,198.07
Northern Ireland,,2022-03-30,198.12
Northern Ireland,,2022-03-31,198.17
Northern Ireland,,2022-04-01,198.23
Northern Ireland,,2022-04-02,198.3
Northern Ireland,,2022-04-03,198.36
Northern Ireland,,2022-04-04,198.38
Northern Ireland,,2022-04-05,198.42
Northern Ireland,,2022-04-06,198.47
Northern Ireland,,2022-04-07,198.54
Norway,NOR,2020-12-02,0
Norway,NOR,2020-12-03,0
Norway,NOR,2020-12-04,0
Norway,NOR,2020-12-05,0
Norway,NOR,2020-12-06,0
Norway,NOR,2020-12-07,0
Norway,NOR,2020-12-08,0
Norway,NOR,2020-12-09,0
Norway,NOR,2020-12-10,0
Norway,NOR,2020-12-11,0
Norway,NOR,2020-12-12,0
