;Country;Code;Date;Vax_Rate;Index;Region;Income_group
25061;Mexico;MEX;2021-04;13.6;125;Latin America & Caribbean;Upper middle income
11962;Ethiopia;ETH;2021-04;0.93;61;Sub-Saharan Africa;Low income
11963;Ethiopia;ETH;2021-04;0.95;61;Sub-Saharan Africa;Low income
25062;Mexico;MEX;2021-04;13.88;125;Latin America & Caribbean;Upper middle income
19702;Kazakhstan;KAZ;2021-04;5.97;99;Europe & Central Asia;Upper middle income
12263;Faeroe Islands;FRO;2021-04;39.27;65;Europe & Central Asia;High income
3664;Bhutan;BTN;2021-04;61.6;29;South Asia;Lower middle income
28971;Paraguay;PRY;2021-04;1.87;160;Latin America & Caribbean;Upper middle income
34223;Somalia;SOM;2021-04;0.72;175;Sub-Saharan Africa;Low income
19504;Jordan;JOR;2021-04;8.96;97;Middle East & North Africa;Upper middle income
28630;Palestine;PSE;2021-04;4.09;161;Middle East & North Africa;Lower middle income
4;Afghanistan;AFG;2021-04;0.6;1;South Asia;Low income
13129;Gambia;GMB;2021-04;0.67;73;Sub-Saharan Africa;Low income
27523;Nicaragua;NIC;2021-04;2.02;143;Latin America & Caribbean;Lower middle income
35109;Spain;ESP;2021-04;35.01;59;Europe & Central Asia;High income
37300;Togo;TGO;2021-04;1.89;189;Sub-Saharan Africa;Low income
37299;Togo;TGO;2021-04;1.18;189;Sub-Saharan Africa;Low income
27057;New Caledonia;NCL;2021-04;21.14;140;East Asia & Pacific;High income
4192;Botswana;BWA;2021-04;2.02;30;Sub-Saharan Africa;Upper middle income
15558;Honduras;HND;2021-04;0.57;83;Latin America & Caribbean;Lower middle income
26645;Namibia;NAM;2021-04;0.77;139;Sub-Saharan Africa;Upper middle income
26646;Namibia;NAM;2021-04;0.84;139;Sub-Saharan Africa;Upper middle income
26996;Netherlands;NLD;2021-04;29.28;144;Europe & Central Asia;High income
34982;South Sudan;SSD;2021-04;0.0;177;Sub-Saharan Africa;Low income
34983;South Sudan;SSD;2021-04;0.01;177;Sub-Saharan Africa;Low income
4193;Botswana;BWA;2021-04;2.08;30;Sub-Saharan Africa;Upper middle income
1861;Bahamas;BHS;2021-04;6.47;20;Latin America & Caribbean;High income
1860;Bahamas;BHS;2021-04;5.52;20;Latin America & Caribbean;High income
37250;Timor;TLS;2021-04;0.2;193;East Asia & Pacific;Lower middle income
16117;Hungary;HUN;2021-04;61.99;86;Europe & Central Asia;High income
16219;Iceland;ISL;2021-04;36.08;93;Europe & Central Asia;High income
26773;Nauru;NRU;2021-04;6.44;147;East Asia & Pacific;High income
15200;Guinea;GIN;2021-04;1.06;72;Sub-Saharan Africa;Low income
15199;Guinea;GIN;2021-04;1.05;72;Sub-Saharan Africa;Low income
4167;Bosnia and Herzegovina;BIH;2021-04;2.48;21;Europe & Central Asia;Upper middle income
37328;Tonga;TON;2021-04;2.14;194;East Asia & Pacific;Upper middle income
13130;Gambia;GMB;2021-04;0.84;73;Sub-Saharan Africa;Low income
25620;Monaco;MCO;2021-04;61.72;121;Europe & Central Asia;High income
28439;Pakistan;PAK;2021-04;0.93;150;South Asia;Lower middle income
28438;Pakistan;PAK;2021-04;0.58;150;South Asia;Lower middle income
28396;Oman;OMN;2021-04;4.69;149;Middle East & North Africa;High income
28395;Oman;OMN;2021-04;4.17;149;Middle East & North Africa;High income
13906;Ghana;GHA;2021-04;2.66;70;Sub-Saharan Africa;Lower middle income
13907;Ghana;GHA;2021-04;2.67;70;Sub-Saharan Africa;Lower middle income
40704;Uzbekistan;UZB;2021-04;1.77;205;Europe & Central Asia;Lower middle income
37748;Tunisia;TUN;2021-04;3.12;196;Middle East & North Africa;Lower middle income
26378;Morocco;MAR;2021-04;24.94;120;Middle East & North Africa;Lower middle income
14653;Greenland;GRL;2021-04;24.35;78;Europe & Central Asia;High income
14654;Greenland;GRL;2021-04;24.86;78;Europe & Central Asia;High income
1982;Bahrain;BHR;2021-04;70.65;19;Middle East & North Africa;High income
27604;Nigeria;NGA;2021-04;0.56;142;Sub-Saharan Africa;Lower middle income
27603;Nigeria;NGA;2021-04;0.56;142;Sub-Saharan Africa;Lower middle income
17274;Iraq;IRQ;2021-04;0.72;92;Middle East & North Africa;Upper middle income
4740;Brunei;BRN;2021-04;3.37;28;East Asia & Pacific;High income
27560;Niger;NER;2021-04;0.01;141;Sub-Saharan Africa;Low income
4166;Bosnia and Herzegovina;BIH;2021-04;1.09;21;Europe & Central Asia;Upper middle income
27715;North Macedonia;MKD;2021-04;2.96;127;Europe & Central Asia;Upper middle income
25621;Monaco;MCO;2021-04;63.52;121;Europe & Central Asia;High income
11904;Eswatini;SWZ;2021-04;2.86;183;Sub-Saharan Africa;Lower middle income
16220;Iceland;ISL;2021-04;39.39;93;Europe & Central Asia;High income
7765;Congo;COG;2021-04;0.25;40;Sub-Saharan Africa;Lower middle income
24360;Mali;MLI;2021-04;0.13;128;Sub-Saharan Africa;Low income
33080;Seychelles;SYC;2021-04;128.24;185;Sub-Saharan Africa;High income
24104;Maldives;MDV;2021-04;73.19;124;South Asia;Upper middle income
10222;Djibouti;DJI;2021-04;1.3;51;Middle East & North Africa;Lower middle income
7819;Costa Rica;CRI;2021-04;15.93;44;Latin America & Caribbean;Upper middle income
35737;Suriname;SUR;2021-04;6.48;179;Latin America & Caribbean;Upper middle income
7911;Cote d'Ivoire;CIV;2021-04;0.52;37;Sub-Saharan Africa;Lower middle income
9689;Democratic Republic of Congo;COD;2021-04;0.0;39;Sub-Saharan Africa;Low income
9688;Democratic Republic of Congo;COD;2021-04;0.0;39;Sub-Saharan Africa;Low income
6400;Cayman Islands;CYM;2021-04;98.79;47;Latin America & Caribbean;High income
40931;Vietnam;VNM;2021-04;0.53;210;East Asia & Pacific;Lower middle income
40930;Vietnam;VNM;2021-04;0.52;210;East Asia & Pacific;Lower middle income
339;Andorra;AND;2021-04;36.85;4;Europe & Central Asia;High income
338;Andorra;AND;2021-04;34.15;4;Europe & Central Asia;High income
2910;Belarus;BLR;2021-04;3.48;22;Europe & Central Asia;Upper middle income
38685;Ukraine;UKR;2021-04;1.62;202;Europe & Central Asia;Lower middle income
32400;Saudi Arabia;SAU;2021-04;26.44;167;Middle East & North Africa;High income
32759;Senegal;SEN;2021-04;2.39;169;Sub-Saharan Africa;Lower middle income
32760;Senegal;SEN;2021-04;2.39;169;Sub-Saharan Africa;Lower middle income
21575;Libya;LBY;2021-04;0.01;110;Middle East & North Africa;Upper middle income
9068;Cyprus;CYP;2021-04;25.04;48;Europe & Central Asia;High income
23385;Malawi;MWI;2021-04;1.51;137;Sub-Saharan Africa;Low income
24361;Mali;MLI;2021-04;0.24;128;Sub-Saharan Africa;Low income
23384;Malawi;MWI;2021-04;1.48;137;Sub-Saharan Africa;Low income
38474;Turks and Caicos Islands;TCA;2021-04;63.83;187;Latin America & Caribbean;High income
32879;Serbia;SRB;2021-04;49.63;176;Europe & Central Asia;Upper middle income
32880;Serbia;SRB;2021-04;51.15;176;Europe & Central Asia;Upper middle income
7912;Cote d'Ivoire;CIV;2021-04;0.55;37;Sub-Saharan Africa;Lower middle income
32217;San Marino;SMR;2021-04;85.18;174;Europe & Central Asia;High income
38686;Ukraine;UKR;2021-04;1.73;202;Europe & Central Asia;Lower middle income
9069;Cyprus;CYP;2021-04;26.37;48;Europe & Central Asia;High income
33122;Sierra Leone;SLE;2021-04;0.73;172;Sub-Saharan Africa;Low income
33079;Seychelles;SYC;2021-04;126.92;185;Sub-Saharan Africa;High income
21535;Lesotho;LSO;2021-04;0.74;114;Sub-Saharan Africa;Lower middle income
24843;Mauritania;MRT;2021-04;0.06;135;Sub-Saharan Africa;Lower middle income
11112;Egypt;EGY;2021-04;0.63;57;Middle East & North Africa;Lower middle income
35964;Sweden;SWE;2021-04;31.39;182;Europe & Central Asia;High income
20278;Kuwait;KWT;2021-04;23.1;106;Middle East & North Africa;High income
438;Antigua and Barbuda;ATG;2021-04;29.01;9;Latin America & Caribbean;High income
33123;Sierra Leone;SLE;2021-04;0.73;172;Sub-Saharan Africa;Low income
40853;Venezuela;VEN;2021-04;0.87;207;Latin America & Caribbean;
439;Antigua and Barbuda;ATG;2021-04;30.14;9;Latin America & Caribbean;High income
38494;Tuvalu;TUV;2021-04;20.13;198;East Asia & Pacific;Upper middle income
35689;Sudan;SDN;2021-04;0.22;168;Sub-Saharan Africa;Low income
31732;Rwanda;RWA;2021-04;2.63;166;Sub-Saharan Africa;Low income
31733;Rwanda;RWA;2021-04;2.64;166;Sub-Saharan Africa;Low income
35690;Sudan;SDN;2021-04;0.31;168;Sub-Saharan Africa;Low income
24844;Mauritania;MRT;2021-04;0.15;135;Sub-Saharan Africa;Lower middle income
38539;Uganda;UGA;2021-04;0.68;201;Sub-Saharan Africa;Low income
31781;Saint Kitts and Nevis;KNA;2021-04;21.39;104;Latin America & Caribbean;High income
31782;Saint Kitts and Nevis;KNA;2021-04;22.13;104;Latin America & Caribbean;High income
373;Angola;AGO;2021-04;1.17;2;Sub-Saharan Africa;Lower middle income
374;Angola;AGO;2021-04;1.34;2;Sub-Saharan Africa;Lower middle income
38540;Uganda;UGA;2021-04;0.7;201;Sub-Saharan Africa;Low income
7734;Comoros;COM;2021-04;1.51;42;Sub-Saharan Africa;Lower middle income
3443;Belize;BLZ;2021-04;10.4;23;Latin America & Caribbean;Lower middle income
36487;Syria;SYR;2021-04;0.01;186;Middle East & North Africa;Low income
17159;Iran;IRN;2021-05;3.69;91;Middle East & North Africa;Lower middle income
17158;Iran;IRN;2021-05;2.74;91;Middle East & North Africa;Lower middle income
21537;Lesotho;LSO;2021-05;1.7;114;Sub-Saharan Africa;Lower middle income
22737;Luxembourg;LUX;2021-05;54.46;116;Europe & Central Asia;High income
21555;Liberia;LBR;2021-05;1.08;109;Sub-Saharan Africa;Low income
21576;Libya;LBY;2021-05;1.53;110;Middle East & North Africa;Upper middle income
16234;Iceland;ISL;2021-05;67.73;93;Europe & Central Asia;High income
36951;Thailand;THA;2021-05;5.16;190;East Asia & Pacific;Upper middle income
21554;Liberia;LBR;2021-05;1.08;109;Sub-Saharan Africa;Low income
4169;Bosnia and Herzegovina;BIH;2021-05;4.64;21;Europe & Central Asia;Upper middle income
3456;Belize;BLZ;2021-05;18.28;23;Latin America & Caribbean;Lower middle income
22294;Lithuania;LTU;2021-05;60.01;115;Europe & Central Asia;High income
22293;Lithuania;LTU;2021-05;59.33;115;Europe & Central Asia;High income
35968;Sweden;SWE;2021-05;48.55;182;Europe & Central Asia;High income
4170;Bosnia and Herzegovina;BIH;2021-05;7.25;21;Europe & Central Asia;Upper middle income
36952;Thailand;THA;2021-05;5.24;190;East Asia & Pacific;Upper middle income
16875;Indonesia;IDN;2021-05;9.79;87;East Asia & Pacific;Lower middle income
16874;Indonesia;IDN;2021-05;9.73;87;East Asia & Pacific;Lower middle income
16448;India;IND;2021-05;15.1;89;South Asia;Lower middle income
21829;Liechtenstein;LIE;2021-05;55.65;112;Europe & Central Asia;High income
4201;Botswana;BWA;2021-05;6.12;30;Sub-Saharan Africa;Upper middle income
4200;Botswana;BWA;2021-05;5.96;30;Sub-Saharan Africa;Upper middle income
21830;Liechtenstein;LIE;2021-05;57.1;112;Europe & Central Asia;High income
3457;Belize;BLZ;2021-05;18.58;23;Latin America & Caribbean;Lower middle income
16447;India;IND;2021-05;14.98;89;South Asia;Lower middle income
35969;Sweden;SWE;2021-05;53.33;182;Europe & Central Asia;High income
20014;Kenya;KEN;2021-05;1.76;100;Sub-Saharan Africa;Lower middle income
36176;Switzerland;CHE;2021-05;56.46;33;Europe & Central Asia;High income
19276;Japan;JPN;2021-05;12.51;98;East Asia & Pacific;High income
19277;Japan;JPN;2021-05;13.22;98;East Asia & Pacific;High income
20583;Laos;LAO;2021-05;11.73;107;East Asia & Pacific;Lower middle income
36571;Taiwan;TWN;2021-05;1.34;199;East Asia & Pacific;High income
20582;Laos;LAO;2021-05;10.17;107;East Asia & Pacific;Lower middle income
20317;Kyrgyzstan;KGZ;2021-05;0.82;101;Europe & Central Asia;Lower middle income
3687;Bhutan;BTN;2021-05;61.89;29;South Asia;Lower middle income
3686;Bhutan;BTN;2021-05;61.89;29;South Asia;Lower middle income
20316;Kyrgyzstan;KGZ;2021-05;0.65;101;Europe & Central Asia;Lower middle income
19010;Jamaica;JAM;2021-05;5.98;96;Latin America & Caribbean;Upper middle income
19508;Jordan;JOR;2021-05;18.31;97;Middle East & North Africa;Upper middle income
36570;Taiwan;TWN;2021-05;1.31;199;East Asia & Pacific;High income
19722;Kazakhstan;KAZ;2021-05;16.54;99;Europe & Central Asia;Upper middle income
36488;Syria;SYR;2021-05;0.14;186;Middle East & North Africa;Low income
3587;Bermuda;BMU;2021-05;110.84;24;North America;High income
3588;Bermuda;BMU;2021-05;114.53;24;North America;High income
20281;Kuwait;KWT;2021-05;42.05;106;Middle East & North Africa;High income
19723;Kazakhstan;KAZ;2021-05;16.69;99;Europe & Central Asia;Upper middle income
20280;Kuwait;KWT;2021-05;33.27;106;Middle East & North Africa;High income
20013;Kenya;KEN;2021-05;1.76;100;Sub-Saharan Africa;Lower middle income
19509;Jordan;JOR;2021-05;18.54;97;Middle East & North Africa;Upper middle income
21536;Lesotho;LSO;2021-05;1.7;114;Sub-Saharan Africa;Lower middle income
19009;Jamaica;JAM;2021-05;5.54;96;Latin America & Caribbean;Upper middle income
20827;Latvia;LVA;2021-05;40.96;117;Europe & Central Asia;High income
17277;Iraq;IRQ;2021-05;1.34;92;Middle East & North Africa;Upper middle income
17278;Iraq;IRQ;2021-05;1.41;92;Middle East & North Africa;Upper middle income
21234;Lebanon;LBN;2021-05;11.44;108;Middle East & North Africa;Upper middle income
21233;Lebanon;LBN;2021-05;11.11;108;Middle East & North Africa;Upper middle income
17479;Ireland;IRL;2021-05;59.27;90;Europe & Central Asia;High income
17480;Ireland;IRL;2021-05;60.12;90;Europe & Central Asia;High income
17882;Isle of Man;IMN;2021-05;104.29;88;Europe & Central Asia;High income
17883;Isle of Man;IMN;2021-05;104.8;88;Europe & Central Asia;High income
18214;Israel;ISR;2021-05;114.41;94;Middle East & North Africa;High income
20826;Latvia;LVA;2021-05;40.26;117;Europe & Central Asia;High income
18215;Israel;ISR;2021-05;114.45;94;Middle East & North Africa;High income
3856;Bolivia;BOL;2021-05;13.82;25;Latin America & Caribbean;Lower middle income
36824;Tajikistan;TJK;2021-05;0.94;191;Europe & Central Asia;Lower middle income
36823;Tajikistan;TJK;2021-05;0.76;191;Europe & Central Asia;Lower middle income
3537;Benin;BEN;2021-05;0.09;15;Sub-Saharan Africa;Lower middle income
18684;Italy;ITA;2021-05;57.9;95;Europe & Central Asia;High income
18685;Italy;ITA;2021-05;58.7;95;Europe & Central Asia;High income
3538;Benin;BEN;2021-05;0.1;15;Sub-Saharan Africa;Lower middle income
36177;Switzerland;CHE;2021-05;57.54;33;Europe & Central Asia;High income
7100;China;CHN;2021-05;45.8;36;East Asia & Pacific;Upper middle income
3857;Bolivia;BOL;2021-05;14.21;25;Latin America & Caribbean;Lower middle income
40854;Venezuela;VEN;2021-05;1.1;207;Latin America & Caribbean;
14035;Gibraltar;GIB;2021-05;230.09;71;Europe & Central Asia;High income
16147;Hungary;HUN;2021-05;91.68;86;Europe & Central Asia;High income
9694;Democratic Republic of Congo;COD;2021-05;0.02;39;Sub-Saharan Africa;Low income
9695;Democratic Republic of Congo;COD;2021-05;0.03;39;Sub-Saharan Africa;Low income
9908;Denmark;DNK;2021-05;56.95;53;Europe & Central Asia;High income
9909;Denmark;DNK;2021-05;57.93;53;Europe & Central Asia;High income
10223;Djibouti;DJI;2021-05;1.49;51;Middle East & North Africa;Lower middle income
10267;Dominica;DMA;2021-05;51.17;52;Latin America & Caribbean;Upper middle income
10268;Dominica;DMA;2021-05;51.38;52;Latin America & Caribbean;Upper middle income
6322;Cape Verde;CPV;2021-05;4.34;43;Sub-Saharan Africa;Lower middle income
6321;Cape Verde;CPV;2021-05;4.28;43;Sub-Saharan Africa;Lower middle income
38564;Uganda;UGA;2021-05;1.43;201;Sub-Saharan Africa;Low income
38563;Uganda;UGA;2021-05;1.37;201;Sub-Saharan Africa;Low income
10384;Dominican Republic;DOM;2021-05;38.47;54;Latin America & Caribbean;Upper middle income
10385;Dominican Republic;DOM;2021-05;39.36;54;Latin America & Caribbean;Upper middle income
10808;Ecuador;ECU;2021-05;15.86;56;Latin America & Caribbean;Upper middle income
10809;Ecuador;ECU;2021-05;16.19;56;Latin America & Caribbean;Upper middle income
11118;Egypt;EGY;2021-05;2.04;57;Middle East & North Africa;Lower middle income
11119;Egypt;EGY;2021-05;2.48;57;Middle East & North Africa;Lower middle income
38476;Turks and Caicos Islands;TCA;2021-05;92.21;187;Latin America & Caribbean;High income
6016;Canada;CAN;2021-05;63.16;32;North America;High income
6015;Canada;CAN;2021-05;62.14;32;North America;High income
11229;El Salvador;SLV;2021-05;28.11;173;Latin America & Caribbean;Lower middle income
11230;El Salvador;SLV;2021-05;29.54;173;Latin America & Caribbean;Lower middle income
38475;Turks and Caicos Islands;TCA;2021-05;78.42;187;Latin America & Caribbean;High income
11366;Equatorial Guinea;GNQ;2021-05;15.15;75;Sub-Saharan Africa;Upper middle income
11367;Equatorial Guinea;GNQ;2021-05;15.48;75;Sub-Saharan Africa;Upper middle income
11583;Estonia;EST;2021-05;53.01;60;Europe & Central Asia;High income
11584;Estonia;EST;2021-05;53.29;60;Europe & Central Asia;High income
5802;Cameroon;CMR;2021-05;0.28;38;Sub-Saharan Africa;Lower middle income
5801;Cameroon;CMR;2021-05;0.24;38;Sub-Saharan Africa;Lower middle income
6407;Cayman Islands;CYM;2021-05;119.32;47;Latin America & Caribbean;High income
11906;Eswatini;SWZ;2021-05;3.0;183;Sub-Saharan Africa;Lower middle income
6408;Cayman Islands;CYM;2021-05;120.48;47;Latin America & Caribbean;High income
9372;Czechia;CZE;2021-05;49.32;49;Europe & Central Asia;High income
39495;United Kingdom;GBR;2021-05;95.61;68;Europe & Central Asia;High income
39494;United Kingdom;GBR;2021-05;95.19;68;Europe & Central Asia;High income
7503;Colombia;COL;2021-05;19.17;41;Latin America & Caribbean;Upper middle income
6706;Chile;CHL;2021-05;97.76;35;Latin America & Caribbean;High income
6705;Chile;CHL;2021-05;96.63;35;Latin America & Caribbean;High income
7504;Colombia;COL;2021-05;19.69;41;Latin America & Caribbean;Upper middle income
7738;Comoros;COM;2021-05;9.01;42;Sub-Saharan Africa;Lower middle income
7739;Comoros;COM;2021-05;9.44;42;Sub-Saharan Africa;Lower middle income
7766;Congo;COG;2021-05;0.67;40;Sub-Saharan Africa;Lower middle income
7767;Congo;COG;2021-05;0.68;40;Sub-Saharan Africa;Lower middle income
7822;Costa Rica;CRI;2021-05;24.36;44;Latin America & Caribbean;Upper middle income
7823;Costa Rica;CRI;2021-05;28.37;44;Latin America & Caribbean;Upper middle income
7940;Cote d'Ivoire;CIV;2021-05;2.0;37;Sub-Saharan Africa;Lower middle income
7941;Cote d'Ivoire;CIV;2021-05;2.0;37;Sub-Saharan Africa;Lower middle income
39126;United Arab Emirates;ARE;2021-05;128.82;5;Middle East & North Africa;High income
39125;United Arab Emirates;ARE;2021-05;128.23;5;Middle East & North Africa;High income
8173;Croatia;HRV;2021-05;42.9;84;Europe & Central Asia;High income
8174;Croatia;HRV;2021-05;43.45;84;Europe & Central Asia;High income
8456;Cuba;CUB;2021-05;18.01;45;Latin America & Caribbean;Upper middle income
8808;Curacao;CUW;2021-05;92.39;46;Latin America & Caribbean;High income
8809;Curacao;CUW;2021-05;93.31;46;Latin America & Caribbean;High income
6476;Central African Republic;CAF;2021-05;0.37;31;Sub-Saharan Africa;Low income
6475;Central African Republic;CAF;2021-05;0.01;31;Sub-Saharan Africa;Low income
39974;United States;USA;2021-05;94.1;204;North America;High income
39975;United States;USA;2021-05;94.16;204;North America;High income
38717;Ukraine;UKR;2021-05;2.67;202;Europe & Central Asia;Lower middle income
38716;Ukraine;UKR;2021-05;2.64;202;Europe & Central Asia;Lower middle income
9084;Cyprus;CYP;2021-05;63.89;48;Europe & Central Asia;High income
9085;Cyprus;CYP;2021-05;66.51;48;Europe & Central Asia;High income
9373;Czechia;CZE;2021-05;50.27;49;Europe & Central Asia;High income
16233;Iceland;ISL;2021-05;66.14;93;Europe & Central Asia;High income
40381;Uruguay;URY;2021-05;80.42;203;Latin America & Caribbean;High income
11993;Ethiopia;ETH;2021-05;1.53;61;Sub-Saharan Africa;Low income
22738;Luxembourg;LUX;2021-05;55.32;116;Europe & Central Asia;High income
14322;Greece;GRC;2021-05;53.01;76;Europe & Central Asia;High income
14323;Greece;GRC;2021-05;53.98;76;Europe & Central Asia;High income
14670;Greenland;GRL;2021-05;38.15;78;Europe & Central Asia;High income
14671;Greenland;GRL;2021-05;39.35;78;Europe & Central Asia;High income
4758;Brunei;BRN;2021-05;11.95;28;East Asia & Pacific;High income
4757;Brunei;BRN;2021-05;11.19;28;East Asia & Pacific;High income
40709;Uzbekistan;UZB;2021-05;4.84;205;Europe & Central Asia;Lower middle income
14787;Grenada;GRD;2021-05;20.84;77;Latin America & Caribbean;Upper middle income
14788;Grenada;GRD;2021-05;22.6;77;Latin America & Caribbean;Upper middle income
14917;Guatemala;GTM;2021-05;2.67;79;Latin America & Caribbean;Upper middle income
14918;Guatemala;GTM;2021-05;2.82;79;Latin America & Caribbean;Upper middle income
15215;Guinea;GIN;2021-05;2.51;72;Sub-Saharan Africa;Low income
15216;Guinea;GIN;2021-05;2.61;72;Sub-Saharan Africa;Low income
15337;Guinea-Bissau;GNB;2021-05;0.29;74;Sub-Saharan Africa;Low income
4680;British Virgin Islands;VGB;2021-05;53.58;208;Latin America & Caribbean;High income
4679;British Virgin Islands;VGB;2021-05;49.41;208;Latin America & Caribbean;High income
37301;Togo;TGO;2021-05;3.68;189;Sub-Saharan Africa;Low income
15389;Guyana;GUY;2021-05;19.42;81;Latin America & Caribbean;Upper middle income
15390;Guyana;GUY;2021-05;31.08;81;Latin America & Caribbean;Upper middle income
15562;Honduras;HND;2021-05;2.52;83;Latin America & Caribbean;Lower middle income
15563;Honduras;HND;2021-05;3.15;83;Latin America & Caribbean;Lower middle income
15710;Hong Kong;HKG;2021-05;31.3;82;East Asia & Pacific;High income
15711;Hong Kong;HKG;2021-05;31.78;82;East Asia & Pacific;High income
4373;Brazil;BRA;2021-05;32.09;26;Latin America & Caribbean;Upper middle income
4372;Brazil;BRA;2021-05;31.72;26;Latin America & Caribbean;Upper middle income
37253;Timor;TLS;2021-05;4.74;193;East Asia & Pacific;Lower middle income
37252;Timor;TLS;2021-05;3.56;193;East Asia & Pacific;Lower middle income
16146;Hungary;HUN;2021-05;90.91;86;Europe & Central Asia;High income
14034;Gibraltar;GIB;2021-05;229.23;71;Europe & Central Asia;High income
40382;Uruguay;URY;2021-05;81.75;203;Latin America & Caribbean;High income
37400;Trinidad and Tobago;TTO;2021-05;6.73;195;Latin America & Caribbean;High income
40708;Uzbekistan;UZB;2021-05;4.72;205;Europe & Central Asia;Lower middle income
11994;Ethiopia;ETH;2021-05;1.54;61;Sub-Saharan Africa;Low income
12276;Faeroe Islands;FRO;2021-05;66.13;65;Europe & Central Asia;High income
12277;Faeroe Islands;FRO;2021-05;66.44;65;Europe & Central Asia;High income
5493;Cambodia;KHM;2021-05;27.22;102;East Asia & Pacific;Lower middle income
5492;Cambodia;KHM;2021-05;26.72;102;East Asia & Pacific;Lower middle income
38158;Turkey;TUR;2021-05;34.3;197;Europe & Central Asia;Upper middle income
12393;Fiji;FJI;2021-05;10.3;63;East Asia & Pacific;Upper middle income
12394;Fiji;FJI;2021-05;12.17;63;East Asia & Pacific;Upper middle income
