,Country,Code,Date,Vax_Rate,Index,Region,Income_group
66,Albania,ALB,3/3/2021,0.55,3,Europe & Central Asia,Upper middle income
67,Albania,ALB,3/10/2021,0.75,3,Europe & Central Asia,Upper middle income
68,Albania,ALB,3/12/2021,0.82,3,Europe & Central Asia,Upper middle income
69,Albania,ALB,3/17/2021,1.16,3,Europe & Central Asia,Upper middle income
70,Albania,ALB,3/22/2021,1.68,3,Europe & Central Asia,Upper middle income
71,Albania,ALB,3/23/2021,1.8,3,Europe & Central Asia,Upper middle income
72,Albania,ALB,3/24/2021,1.88,3,Europe & Central Asia,Upper middle income
73,Albania,ALB,3/25/2021,2.07,3,Europe & Central Asia,Upper middle income
74,Albania,ALB,3/26/2021,2.17,3,Europe & Central Asia,Upper middle income
75,Albania,ALB,3/27/2021,2.23,3,Europe & Central Asia,Upper middle income
76,Albania,ALB,3/28/2021,2.71,3,Europe & Central Asia,Upper middle income
77,Albania,ALB,3/30/2021,4.15,3,Europe & Central Asia,Upper middle income
78,Albania,ALB,3/31/2021,4.83,3,Europe & Central Asia,Upper middle income
79,Albania,ALB,4/1/2021,5.41,3,Europe & Central Asia,Upper middle income
80,Albania,ALB,4/2/2021,6,3,Europe & Central Asia,Upper middle income
81,Albania,ALB,4/3/2021,6.46,3,Europe & Central Asia,Upper middle income
82,Albania,ALB,4/4/2021,6.71,3,Europe & Central Asia,Upper middle income
83,Albania,ALB,4/5/2021,7.2,3,Europe & Central Asia,Upper middle income
84,Albania,ALB,4/6/2021,7.71,3,Europe & Central Asia,Upper middle income
85,Albania,ALB,4/7/2021,8.09,3,Europe & Central Asia,Upper middle income
86,Albania,ALB,4/8/2021,8.44,3,Europe & Central Asia,Upper middle income
87,Albania,ALB,4/9/2021,8.73,3,Europe & Central Asia,Upper middle income
88,Albania,ALB,4/10/2021,8.94,3,Europe & Central Asia,Upper middle income
89,Albania,ALB,4/12/2021,9.31,3,Europe & Central Asia,Upper middle income
90,Albania,ALB,4/13/2021,9.79,3,Europe & Central Asia,Upper middle income
91,Albania,ALB,4/15/2021,10.6,3,Europe & Central Asia,Upper middle income
92,Albania,ALB,4/16/2021,10.95,3,Europe & Central Asia,Upper middle income
93,Albania,ALB,4/17/2021,11.31,3,Europe & Central Asia,Upper middle income
94,Albania,ALB,4/18/2021,11.59,3,Europe & Central Asia,Upper middle income
95,Albania,ALB,4/19/2021,12.04,3,Europe & Central Asia,Upper middle income
96,Albania,ALB,4/20/2021,12.18,3,Europe & Central Asia,Upper middle income
97,Albania,ALB,4/21/2021,12.95,3,Europe & Central Asia,Upper middle income
98,Albania,ALB,4/22/2021,13.33,3,Europe & Central Asia,Upper middle income
99,Albania,ALB,4/23/2021,13.62,3,Europe & Central Asia,Upper middle income
100,Albania,ALB,4/24/2021,13.93,3,Europe & Central Asia,Upper middle income
101,Albania,ALB,4/26/2021,14.22,3,Europe & Central Asia,Upper middle income
102,Albania,ALB,4/27/2021,14.51,3,Europe & Central Asia,Upper middle income
103,Albania,ALB,4/28/2021,15.09,3,Europe & Central Asia,Upper middle income
104,Albania,ALB,4/29/2021,15.78,3,Europe & Central Asia,Upper middle income
105,Albania,ALB,4/30/2021,16.6,3,Europe & Central Asia,Upper middle income
106,Albania,ALB,5/1/2021,17.2,3,Europe & Central Asia,Upper middle income
107,Albania,ALB,5/3/2021,18.01,3,Europe & Central Asia,Upper middle income
108,Albania,ALB,5/4/2021,18.71,3,Europe & Central Asia,Upper middle income
109,Albania,ALB,5/5/2021,19.37,3,Europe & Central Asia,Upper middle income
110,Albania,ALB,5/6/2021,19.92,3,Europe & Central Asia,Upper middle income
111,Albania,ALB,5/7/2021,20.39,3,Europe & Central Asia,Upper middle income
112,Albania,ALB,5/8/2021,20.77,3,Europe & Central Asia,Upper middle income
113,Albania,ALB,5/9/2021,20.88,3,Europe & Central Asia,Upper middle income
114,Albania,ALB,5/10/2021,21.34,3,Europe & Central Asia,Upper middle income
115,Albania,ALB,5/11/2021,21.67,3,Europe & Central Asia,Upper middle income
116,Albania,ALB,5/12/2021,22.02,3,Europe & Central Asia,Upper middle income
117,Albania,ALB,5/13/2021,22.22,3,Europe & Central Asia,Upper middle income
118,Albania,ALB,5/14/2021,22.74,3,Europe & Central Asia,Upper middle income
119,Albania,ALB,5/17/2021,23.67,3,Europe & Central Asia,Upper middle income
120,Albania,ALB,5/18/2021,23.98,3,Europe & Central Asia,Upper middle income
121,Albania,ALB,5/19/2021,24.29,3,Europe & Central Asia,Upper middle income
122,Albania,ALB,5/20/2021,24.5,3,Europe & Central Asia,Upper middle income
123,Albania,ALB,5/21/2021,24.67,3,Europe & Central Asia,Upper middle income
124,Albania,ALB,5/23/2021,24.94,3,Europe & Central Asia,Upper middle income
125,Albania,ALB,5/24/2021,25.24,3,Europe & Central Asia,Upper middle income
126,Albania,ALB,5/26/2021,26.07,3,Europe & Central Asia,Upper middle income
127,Albania,ALB,5/27/2021,26.42,3,Europe & Central Asia,Upper middle income
128,Albania,ALB,5/30/2021,26.88,3,Europe & Central Asia,Upper middle income
129,Albania,ALB,5/31/2021,27.03,3,Europe & Central Asia,Upper middle income
130,Albania,ALB,6/1/2021,27.16,3,Europe & Central Asia,Upper middle income
131,Albania,ALB,6/3/2021,27.4,3,Europe & Central Asia,Upper middle income
132,Albania,ALB,6/6/2021,27.8,3,Europe & Central Asia,Upper middle income
133,Albania,ALB,6/7/2021,27.97,3,Europe & Central Asia,Upper middle income
134,Albania,ALB,6/8/2021,28.19,3,Europe & Central Asia,Upper middle income
135,Albania,ALB,6/9/2021,28.42,3,Europe & Central Asia,Upper middle income
136,Albania,ALB,6/10/2021,28.65,3,Europe & Central Asia,Upper middle income
137,Albania,ALB,6/11/2021,28.9,3,Europe & Central Asia,Upper middle income
138,Albania,ALB,6/12/2021,29.06,3,Europe & Central Asia,Upper middle income
139,Albania,ALB,6/13/2021,29.11,3,Europe & Central Asia,Upper middle income
140,Albania,ALB,6/14/2021,29.33,3,Europe & Central Asia,Upper middle income
141,Albania,ALB,6/15/2021,29.53,3,Europe & Central Asia,Upper middle income
142,Albania,ALB,6/16/2021,29.73,3,Europe & Central Asia,Upper middle income
143,Albania,ALB,6/17/2021,30.03,3,Europe & Central Asia,Upper middle income
144,Albania,ALB,6/20/2021,30.66,3,Europe & Central Asia,Upper middle income
145,Albania,ALB,6/21/2021,30.98,3,Europe & Central Asia,Upper middle income
146,Albania,ALB,6/22/2021,31.38,3,Europe & Central Asia,Upper middle income
147,Albania,ALB,6/23/2021,31.77,3,Europe & Central Asia,Upper middle income
148,Albania,ALB,6/24/2021,32.12,3,Europe & Central Asia,Upper middle income
149,Albania,ALB,6/28/2021,32.84,3,Europe & Central Asia,Upper middle income
150,Albania,ALB,6/29/2021,33.26,3,Europe & Central Asia,Upper middle income
151,Albania,ALB,6/30/2021,33.69,3,Europe & Central Asia,Upper middle income
152,Albania,ALB,7/1/2021,33.92,3,Europe & Central Asia,Upper middle income
153,Albania,ALB,7/2/2021,34.16,3,Europe & Central Asia,Upper middle income
154,Albania,ALB,7/4/2021,34.41,3,Europe & Central Asia,Upper middle income
155,Albania,ALB,7/5/2021,34.6,3,Europe & Central Asia,Upper middle income
156,Albania,ALB,7/6/2021,34.81,3,Europe & Central Asia,Upper middle income
157,Albania,ALB,7/7/2021,35,3,Europe & Central Asia,Upper middle income
158,Albania,ALB,7/8/2021,35.2,3,Europe & Central Asia,Upper middle income
159,Albania,ALB,7/9/2021,35.38,3,Europe & Central Asia,Upper middle income
160,Albania,ALB,7/10/2021,35.55,3,Europe & Central Asia,Upper middle income
161,Albania,ALB,7/11/2021,35.6,3,Europe & Central Asia,Upper middle income
162,Albania,ALB,7/12/2021,35.83,3,Europe & Central Asia,Upper middle income
163,Albania,ALB,7/13/2021,36.05,3,Europe & Central Asia,Upper middle income
164,Albania,ALB,7/14/2021,36.32,3,Europe & Central Asia,Upper middle income
165,Albania,ALB,7/15/2021,36.62,3,Europe & Central Asia,Upper middle income
166,Albania,ALB,7/16/2021,36.9,3,Europe & Central Asia,Upper middle income
167,Albania,ALB,7/17/2021,37.14,3,Europe & Central Asia,Upper middle income
168,Albania,ALB,7/18/2021,37.22,3,Europe & Central Asia,Upper middle income
169,Albania,ALB,7/20/2021,37.68,3,Europe & Central Asia,Upper middle income
170,Albania,ALB,7/21/2021,38.13,3,Europe & Central Asia,Upper middle income
171,Albania,ALB,7/22/2021,38.63,3,Europe & Central Asia,Upper middle income
172,Albania,ALB,7/25/2021,39.64,3,Europe & Central Asia,Upper middle income
173,Albania,ALB,7/29/2021,41.06,3,Europe & Central Asia,Upper middle income
174,Albania,ALB,7/30/2021,41.45,3,Europe & Central Asia,Upper middle income
175,Albania,ALB,7/31/2021,41.73,3,Europe & Central Asia,Upper middle income
176,Albania,ALB,8/1/2021,41.88,3,Europe & Central Asia,Upper middle income
177,Albania,ALB,8/2/2021,42.21,3,Europe & Central Asia,Upper middle income
178,Albania,ALB,8/3/2021,42.52,3,Europe & Central Asia,Upper middle income
179,Albania,ALB,8/4/2021,42.79,3,Europe & Central Asia,Upper middle income
180,Albania,ALB,8/5/2021,43.09,3,Europe & Central Asia,Upper middle income
181,Albania,ALB,8/8/2021,43.86,3,Europe & Central Asia,Upper middle income
182,Albania,ALB,8/10/2021,44.56,3,Europe & Central Asia,Upper middle income
183,Albania,ALB,8/13/2021,45.6,3,Europe & Central Asia,Upper middle income
184,Albania,ALB,8/15/2021,45.99,3,Europe & Central Asia,Upper middle income
185,Albania,ALB,8/16/2021,46.32,3,Europe & Central Asia,Upper middle income
186,Albania,ALB,8/17/2021,46.65,3,Europe & Central Asia,Upper middle income
187,Albania,ALB,8/19/2021,47.28,3,Europe & Central Asia,Upper middle income
188,Albania,ALB,8/21/2021,47.8,3,Europe & Central Asia,Upper middle income
189,Albania,ALB,8/22/2021,47.92,3,Europe & Central Asia,Upper middle income
190,Albania,ALB,8/23/2021,48.27,3,Europe & Central Asia,Upper middle income
191,Albania,ALB,8/24/2021,48.61,3,Europe & Central Asia,Upper middle income
192,Albania,ALB,8/25/2021,48.93,3,Europe & Central Asia,Upper middle income
193,Albania,ALB,8/26/2021,49.28,3,Europe & Central Asia,Upper middle income
194,Albania,ALB,8/27/2021,49.7,3,Europe & Central Asia,Upper middle income
195,Albania,ALB,8/29/2021,50.29,3,Europe & Central Asia,Upper middle income
196,Albania,ALB,8/30/2021,50.75,3,Europe & Central Asia,Upper middle income
197,Albania,ALB,8/31/2021,51.25,3,Europe & Central Asia,Upper middle income
198,Albania,ALB,9/1/2021,51.7,3,Europe & Central Asia,Upper middle income
199,Albania,ALB,9/2/2021,52.21,3,Europe & Central Asia,Upper middle income
200,Albania,ALB,9/6/2021,53.58,3,Europe & Central Asia,Upper middle income
201,Albania,ALB,9/7/2021,54.08,3,Europe & Central Asia,Upper middle income
202,Albania,ALB,9/8/2021,54.55,3,Europe & Central Asia,Upper middle income
203,Albania,ALB,9/9/2021,54.98,3,Europe & Central Asia,Upper middle income
204,Albania,ALB,9/10/2021,55.33,3,Europe & Central Asia,Upper middle income
205,Albania,ALB,9/11/2021,55.63,3,Europe & Central Asia,Upper middle income
206,Albania,ALB,9/12/2021,55.75,3,Europe & Central Asia,Upper middle income
207,Albania,ALB,9/13/2021,56.05,3,Europe & Central Asia,Upper middle income
208,Albania,ALB,9/14/2021,56.32,3,Europe & Central Asia,Upper middle income
209,Albania,ALB,9/15/2021,56.58,3,Europe & Central Asia,Upper middle income
210,Albania,ALB,9/16/2021,56.84,3,Europe & Central Asia,Upper middle income
211,Albania,ALB,9/17/2021,57.09,3,Europe & Central Asia,Upper middle income
212,Albania,ALB,9/19/2021,57.43,3,Europe & Central Asia,Upper middle income
213,Albania,ALB,9/20/2021,57.7,3,Europe & Central Asia,Upper middle income
214,Albania,ALB,9/21/2021,57.98,3,Europe & Central Asia,Upper middle income
215,Albania,ALB,9/22/2021,58.27,3,Europe & Central Asia,Upper middle income
216,Albania,ALB,9/23/2021,58.6,3,Europe & Central Asia,Upper middle income
217,Albania,ALB,9/24/2021,58.95,3,Europe & Central Asia,Upper middle income
218,Albania,ALB,9/27/2021,59.7,3,Europe & Central Asia,Upper middle income
219,Albania,ALB,9/28/2021,60.01,3,Europe & Central Asia,Upper middle income
220,Albania,ALB,9/29/2021,60.31,3,Europe & Central Asia,Upper middle income
221,Albania,ALB,9/30/2021,60.61,3,Europe & Central Asia,Upper middle income
222,Albania,ALB,10/1/2021,60.88,3,Europe & Central Asia,Upper middle income
223,Albania,ALB,10/2/2021,61.12,3,Europe & Central Asia,Upper middle income
224,Albania,ALB,10/4/2021,61.43,3,Europe & Central Asia,Upper middle income
225,Albania,ALB,10/5/2021,61.66,3,Europe & Central Asia,Upper middle income
226,Albania,ALB,10/6/2021,61.89,3,Europe & Central Asia,Upper middle income
227,Albania,ALB,10/7/2021,62.1,3,Europe & Central Asia,Upper middle income
228,Albania,ALB,10/8/2021,62.29,3,Europe & Central Asia,Upper middle income
229,Albania,ALB,10/9/2021,62.49,3,Europe & Central Asia,Upper middle income
230,Albania,ALB,10/11/2021,62.79,3,Europe & Central Asia,Upper middle income
231,Albania,ALB,10/12/2021,63.02,3,Europe & Central Asia,Upper middle income
232,Albania,ALB,10/13/2021,63.23,3,Europe & Central Asia,Upper middle income
233,Albania,ALB,10/17/2021,63.94,3,Europe & Central Asia,Upper middle income
234,Albania,ALB,10/18/2021,64.14,3,Europe & Central Asia,Upper middle income
235,Albania,ALB,10/19/2021,64.35,3,Europe & Central Asia,Upper middle income
236,Albania,ALB,10/20/2021,64.55,3,Europe & Central Asia,Upper middle income
237,Albania,ALB,10/21/2021,64.75,3,Europe & Central Asia,Upper middle income
238,Albania,ALB,10/22/2021,64.95,3,Europe & Central Asia,Upper middle income
239,Albania,ALB,10/24/2021,65.23,3,Europe & Central Asia,Upper middle income
240,Albania,ALB,10/25/2021,65.42,3,Europe & Central Asia,Upper middle income
241,Albania,ALB,10/27/2021,65.82,3,Europe & Central Asia,Upper middle income
242,Albania,ALB,10/28/2021,66.02,3,Europe & Central Asia,Upper middle income
243,Albania,ALB,10/29/2021,66.2,3,Europe & Central Asia,Upper middle income
244,Albania,ALB,11/1/2021,66.48,3,Europe & Central Asia,Upper middle income
245,Albania,ALB,11/3/2021,67.06,3,Europe & Central Asia,Upper middle income
246,Albania,ALB,11/6/2021,67.69,3,Europe & Central Asia,Upper middle income
247,Albania,ALB,11/7/2021,67.78,3,Europe & Central Asia,Upper middle income
248,Albania,ALB,11/9/2021,68.34,3,Europe & Central Asia,Upper middle income
249,Albania,ALB,11/10/2021,68.64,3,Europe & Central Asia,Upper middle income
250,Albania,ALB,11/11/2021,68.93,3,Europe & Central Asia,Upper middle income
251,Albania,ALB,11/14/2021,69.62,3,Europe & Central Asia,Upper middle income
252,Albania,ALB,11/16/2021,70.21,3,Europe & Central Asia,Upper middle income
253,Albania,ALB,11/17/2021,70.5,3,Europe & Central Asia,Upper middle income
254,Albania,ALB,11/18/2021,70.79,3,Europe & Central Asia,Upper middle income
255,Albania,ALB,11/21/2021,71.37,3,Europe & Central Asia,Upper middle income
256,Albania,ALB,11/24/2021,72.21,3,Europe & Central Asia,Upper middle income
257,Albania,ALB,11/25/2021,72.46,3,Europe & Central Asia,Upper middle income
258,Albania,ALB,11/28/2021,72.99,3,Europe & Central Asia,Upper middle income
259,Albania,ALB,11/30/2021,73.13,3,Europe & Central Asia,Upper middle income
260,Albania,ALB,12/1/2021,73.51,3,Europe & Central Asia,Upper middle income
261,Albania,ALB,12/3/2021,74.17,3,Europe & Central Asia,Upper middle income
262,Albania,ALB,12/5/2021,74.55,3,Europe & Central Asia,Upper middle income
263,Albania,ALB,12/6/2021,74.87,3,Europe & Central Asia,Upper middle income
264,Albania,ALB,12/7/2021,75.23,3,Europe & Central Asia,Upper middle income
265,Albania,ALB,12/8/2021,75.4,3,Europe & Central Asia,Upper middle income
266,Albania,ALB,12/12/2021,76.44,3,Europe & Central Asia,Upper middle income
267,Albania,ALB,12/13/2021,76.79,3,Europe & Central Asia,Upper middle income
268,Albania,ALB,12/14/2021,77.15,3,Europe & Central Asia,Upper middle income
269,Albania,ALB,12/15/2021,77.49,3,Europe & Central Asia,Upper middle income
270,Albania,ALB,12/18/2021,78.35,3,Europe & Central Asia,Upper middle income
271,Albania,ALB,12/21/2021,79.03,3,Europe & Central Asia,Upper middle income
272,Albania,ALB,12/23/2021,79.58,3,Europe & Central Asia,Upper middle income
273,Albania,ALB,12/28/2021,80.64,3,Europe & Central Asia,Upper middle income
274,Albania,ALB,1/4/2022,82.02,3,Europe & Central Asia,Upper middle income
275,Albania,ALB,1/5/2022,82.41,3,Europe & Central Asia,Upper middle income
276,Albania,ALB,1/8/2022,83.48,3,Europe & Central Asia,Upper middle income
277,Albania,ALB,1/10/2022,83.91,3,Europe & Central Asia,Upper middle income
278,Albania,ALB,1/11/2022,84.23,3,Europe & Central Asia,Upper middle income
279,Albania,ALB,1/30/2022,87.84,3,Europe & Central Asia,Upper middle income
280,Albania,ALB,2/1/2022,90.95,3,Europe & Central Asia,Upper middle income
281,Albania,ALB,2/6/2022,91.7,3,Europe & Central Asia,Upper middle income
282,Albania,ALB,2/7/2022,91.88,3,Europe & Central Asia,Upper middle income
283,Albania,ALB,2/13/2022,92.65,3,Europe & Central Asia,Upper middle income
284,Albania,ALB,2/14/2022,92.79,3,Europe & Central Asia,Upper middle income
285,Albania,ALB,2/15/2022,92.93,3,Europe & Central Asia,Upper middle income
286,Albania,ALB,2/16/2022,93.05,3,Europe & Central Asia,Upper middle income
287,Albania,ALB,2/20/2022,93.41,3,Europe & Central Asia,Upper middle income
288,Albania,ALB,2/27/2022,94.07,3,Europe & Central Asia,Upper middle income
289,Albania,ALB,3/1/2022,94.28,3,Europe & Central Asia,Upper middle income
290,Albania,ALB,3/7/2022,94.79,3,Europe & Central Asia,Upper middle income
291,Albania,ALB,3/10/2022,95.02,3,Europe & Central Asia,Upper middle income
292,Albania,ALB,3/14/2022,95.21,3,Europe & Central Asia,Upper middle income
293,Albania,ALB,3/15/2022,95.3,3,Europe & Central Asia,Upper middle income
294,Albania,ALB,3/24/2022,95.87,3,Europe & Central Asia,Upper middle income
295,Albania,ALB,3/29/2022,96.16,3,Europe & Central Asia,Upper middle income
296,Albania,ALB,3/31/2022,96.31,3,Europe & Central Asia,Upper middle income
297,Albania,ALB,4/4/2022,96.54,3,Europe & Central Asia,Upper middle income
298,Albania,ALB,4/7/2022,96.79,3,Europe & Central Asia,Upper middle income
299,Algeria,DZA,1/29/2021,0,55,Middle East & North Africa,Lower middle income
300,Algeria,DZA,1/30/2021,0,55,Middle East & North Africa,Lower middle income
301,Algeria,DZA,2/19/2021,0.17,55,Middle East & North Africa,Lower middle income
302,Algeria,DZA,8/20/2021,9.29,55,Middle East & North Africa,Lower middle income
303,Algeria,DZA,9/4/2021,17.93,55,Middle East & North Africa,Lower middle income
304,Algeria,DZA,9/12/2021,22.39,55,Middle East & North Africa,Lower middle income
305,Algeria,DZA,9/25/2021,22.53,55,Middle East & North Africa,Lower middle income
306,Algeria,DZA,10/24/2021,24.84,55,Middle East & North Africa,Lower middle income
307,Algeria,DZA,10/27/2021,24.99,55,Middle East & North Africa,Lower middle income
308,Algeria,DZA,10/30/2021,25.06,55,Middle East & North Africa,Lower middle income
309,Algeria,DZA,11/2/2021,25.26,55,Middle East & North Africa,Lower middle income
310,Algeria,DZA,11/8/2021,25.36,55,Middle East & North Africa,Lower middle income
311,Algeria,DZA,11/13/2021,25.5,55,Middle East & North Africa,Lower middle income
312,Algeria,DZA,11/21/2021,26.92,55,Middle East & North Africa,Lower middle income
313,Algeria,DZA,11/22/2021,26.97,55,Middle East & North Africa,Lower middle income
314,Algeria,DZA,11/25/2021,27.07,55,Middle East & North Africa,Lower middle income
315,Algeria,DZA,11/29/2021,27.22,55,Middle East & North Africa,Lower middle income
316,Algeria,DZA,11/30/2021,27.55,55,Middle East & North Africa,Lower middle income
317,Algeria,DZA,12/14/2021,27.88,55,Middle East & North Africa,Lower middle income
318,Algeria,DZA,12/21/2021,28.12,55,Middle East & North Africa,Lower middle income
319,Algeria,DZA,1/9/2022,29.08,55,Middle East & North Africa,Lower middle income
320,Algeria,DZA,2/8/2022,30.17,55,Middle East & North Africa,Lower middle income
321,Algeria,DZA,2/20/2022,30.55,55,Middle East & North Africa,Lower middle income
322,Algeria,DZA,3/9/2022,30.72,55,Middle East & North Africa,Lower middle income
323,Andorra,AND,1/25/2021,0.74,4,Europe & Central Asia,High income
324,Andorra,AND,2/1/2021,1.34,4,Europe & Central Asia,High income
325,Andorra,AND,2/10/2021,1.67,4,Europe & Central Asia,High income
326,Andorra,AND,2/12/2021,2.1,4,Europe & Central Asia,High income
327,Andorra,AND,2/19/2021,2.77,4,Europe & Central Asia,High income
328,Andorra,AND,2/24/2021,3.09,4,Europe & Central Asia,High income
329,Andorra,AND,2/26/2021,3.27,4,Europe & Central Asia,High income
330,Andorra,AND,3/8/2021,4.67,4,Europe & Central Asia,High income
331,Andorra,AND,3/10/2021,6.35,4,Europe & Central Asia,High income
332,Andorra,AND,3/15/2021,10.81,4,Europe & Central Asia,High income
333,Andorra,AND,3/19/2021,12.01,4,Europe & Central Asia,High income
334,Andorra,AND,4/4/2021,16.08,4,Europe & Central Asia,High income
335,Andorra,AND,4/5/2021,19.74,4,Europe & Central Asia,High income
336,Andorra,AND,4/11/2021,22.09,4,Europe & Central Asia,High income
337,Andorra,AND,4/12/2021,24.65,4,Europe & Central Asia,High income
338,Andorra,AND,4/19/2021,34.15,4,Europe & Central Asia,High income
339,Andorra,AND,4/26/2021,36.85,4,Europe & Central Asia,High income
340,Andorra,AND,5/3/2021,37.34,4,Europe & Central Asia,High income
341,Andorra,AND,5/10/2021,40.89,4,Europe & Central Asia,High income
342,Andorra,AND,5/17/2021,41.78,4,Europe & Central Asia,High income
343,Andorra,AND,5/31/2021,46.43,4,Europe & Central Asia,High income
344,Andorra,AND,6/7/2021,53.61,4,Europe & Central Asia,High income
345,Andorra,AND,6/14/2021,66.07,4,Europe & Central Asia,High income
346,Andorra,AND,6/21/2021,81.79,4,Europe & Central Asia,High income
347,Andorra,AND,6/28/2021,88.33,4,Europe & Central Asia,High income
348,Andorra,AND,7/12/2021,90.52,4,Europe & Central Asia,High income
349,Andorra,AND,7/19/2021,106.46,4,Europe & Central Asia,High income
350,Andorra,AND,8/1/2021,111.59,4,Europe & Central Asia,High income
351,Andorra,AND,8/15/2021,118.49,4,Europe & Central Asia,High income
352,Andorra,AND,8/29/2021,124,4,Europe & Central Asia,High income
353,Andorra,AND,9/26/2021,131.9,4,Europe & Central Asia,High income
354,Andorra,AND,10/3/2021,132.76,4,Europe & Central Asia,High income
355,Andorra,AND,10/31/2021,135.14,4,Europe & Central Asia,High income
356,Andorra,AND,12/5/2021,137.59,4,Europe & Central Asia,High income
